order_id,item_price,quantity,item_cat,item_name,created_at,delivery_address1,delivery_address2,delivery_city,delivery_zipcode,delivery
134,6,20,Dessert,Chocolate Ice cream,2022-10-08 19:11:00.0000000,425 Middle Turnpike East,NULL,Manchester,6040,"0         "
134,4,1,Drink,San Pelligrino 1.5l,2022-10-08 19:11:00.0000000,425 Middle Turnpike East,NULL,Manchester,6040,"0         "
135,19,3,Pizza,Pizza Diavola (hot) Large,2022-10-08 13:29:00.0000000,13 Riverview Avenue,NULL,Groton,6340,"1         "
135,5,2,Side,Breadsticks,2022-10-08 13:29:00.0000000,13 Riverview Avenue,NULL,Groton,6340,"1         "
135,7,3,Side,Chicken Wings,2022-10-08 13:29:00.0000000,13 Riverview Avenue,NULL,Groton,6340,"1         "
135,7,2,Side,Caesar Salad,2022-10-08 13:29:00.0000000,13 Riverview Avenue,NULL,Groton,6340,"1         "
136,6,2,Drink,Coca Cola Regular 1.5l,2022-10-08 18:58:00.0000000,46 Lilac Street,NULL,Manchester,6040,"1         "
136,19,2,Pizza,Pizza Diavola (hot) Large,2022-10-08 18:58:00.0000000,46 Lilac Street,NULL,Manchester,6040,"1         "
136,5,4,Dessert,Chocolate Brownie,2022-10-08 18:58:00.0000000,46 Lilac Street,NULL,Manchester,6040,"1         "
137,16,1,Pizza,Pizza Diavola (hot) Reg,2022-10-08 13:14:00.0000000,16 Ambassador Drive,NULL,Manchester,6042,"0         "
137,15,1,Pizza,Pizza Pepperoni Reg,2022-10-08 13:14:00.0000000,16 Ambassador Drive,NULL,Manchester,6042,"0         "
137,6,1,Side,Garlic Bread,2022-10-08 13:14:00.0000000,16 Ambassador Drive,NULL,Manchester,6042,"0         "
137,3,2,Drink,Fanta Regular 33cl,2022-10-08 13:14:00.0000000,16 Ambassador Drive,NULL,Manchester,6042,"0         "
138,5,1,Side,Breadsticks,2022-10-08 13:12:00.0000000,119 Redwood Road,NULL,Manchester,6040,"1         "
138,7,2,Side,Chicken Wings,2022-10-08 13:12:00.0000000,119 Redwood Road,NULL,Manchester,6040,"1         "
138,5,1,Dessert,Chocolate Brownie,2022-10-08 13:12:00.0000000,119 Redwood Road,NULL,Manchester,6040,"1         "
138,6,1,Side,Garlic Bread,2022-10-08 13:12:00.0000000,119 Redwood Road,NULL,Manchester,6040,"1         "
139,12,1,Pizza,Pizza Margherita Reg,2022-10-08 19:19:00.0000000,697 Parker Street,NULL,Manchester,6042,"1         "
139,16,1,Pizza,Pizza Diavola (hot) Reg,2022-10-08 19:19:00.0000000,697 Parker Street,NULL,Manchester,6042,"1         "
139,19,1,Pizza,Pizza Quattro Formaggi Large,2022-10-08 19:19:00.0000000,697 Parker Street,NULL,Manchester,6042,"1         "
139,18,1,Pizza,Pizza Napolitana Large,2022-10-08 19:19:00.0000000,697 Parker Street,NULL,Manchester,6042,"1         "
139,20,1,Pizza,Pizza Seafood Large,2022-10-08 19:19:00.0000000,697 Parker Street,NULL,Manchester,6042,"1         "
139,6,1,Side,Garlic Bread,2022-10-08 19:19:00.0000000,697 Parker Street,NULL,Manchester,6042,"1         "
139,7,6,Side,Chicken Wings,2022-10-08 19:19:00.0000000,697 Parker Street,NULL,Manchester,6042,"1         "
139,5,9,Side,Breadsticks,2022-10-08 19:19:00.0000000,697 Parker Street,NULL,Manchester,6042,"1         "
139,7,1,Side,Caesar Salad,2022-10-08 19:19:00.0000000,697 Parker Street,NULL,Manchester,6042,"1         "
140,7,2,Side,Chicken Wings,2022-10-08 13:32:00.0000000,207 Spruce Street,NULL,Manchester,6040,"1         "
140,17,1,Pizza,Pizza Hawaiian Large,2022-10-08 13:32:00.0000000,207 Spruce Street,NULL,Manchester,6040,"1         "
140,5,1,Dessert,Chocolate Brownie,2022-10-08 13:32:00.0000000,207 Spruce Street,NULL,Manchester,6040,"1         "
140,6,1,Drink,Coca Cola Regular 1.5l,2022-10-08 13:32:00.0000000,207 Spruce Street,NULL,Manchester,6040,"1         "
141,7,1,Dessert,Banoffee Pie,2022-10-08 21:20:00.0000000,34 Holyoke Road,NULL,Manchester,6040,"0         "
141,5,1,Dessert,Chocolate Brownie,2022-10-08 21:20:00.0000000,34 Holyoke Road,NULL,Manchester,6040,"0         "
141,18,1,Pizza,Pizza Parmigiana Large,2022-10-08 21:20:00.0000000,34 Holyoke Road,NULL,Manchester,6040,"0         "
141,16,1,Pizza,Pizza Napolitana Reg,2022-10-08 21:20:00.0000000,34 Holyoke Road,NULL,Manchester,6040,"0         "
141,19,1,Pizza,Pizza Quattro Formaggi Large,2022-10-08 21:20:00.0000000,34 Holyoke Road,NULL,Manchester,6040,"0         "
142,12,3,Pizza,Pizza Margherita Reg,2022-10-08 22:02:00.0000000,175 Oak Street,NULL,Manchester,6040,"1         "
142,5,3,Side,Breadsticks,2022-10-08 22:02:00.0000000,175 Oak Street,NULL,Manchester,6040,"1         "
142,6,3,Dessert,Strawberry Ice cream,2022-10-08 22:02:00.0000000,175 Oak Street,NULL,Manchester,6040,"1         "
142,6,3,Drink,Sprite Regular 1.5l,2022-10-08 22:02:00.0000000,175 Oak Street,NULL,Manchester,6040,"1         "
143,12,1,Pizza,Pizza Margherita Reg,2022-10-08 19:02:00.0000000,126 Marjorie Lane,NULL,Manchester,6042,"0         "
143,16,1,Pizza,Pizza Diavola (hot) Reg,2022-10-08 19:02:00.0000000,126 Marjorie Lane,NULL,Manchester,6042,"0         "
143,5,1,Side,Breadsticks,2022-10-08 19:02:00.0000000,126 Marjorie Lane,NULL,Manchester,6042,"0         "
143,7,1,Dessert,Banoffee Pie,2022-10-08 19:02:00.0000000,126 Marjorie Lane,NULL,Manchester,6042,"0         "
144,19,1,Pizza,Pizza Diavola (hot) Large,2022-10-08 19:44:00.0000000,22 Star Farms Drive,NULL,Manchester,6040,"1         "
144,16,1,Pizza,Pizza Quattro Formaggi Reg,2022-10-08 19:44:00.0000000,22 Star Farms Drive,NULL,Manchester,6040,"1         "
144,5,1,Dessert,Fruit Salad,2022-10-08 19:44:00.0000000,22 Star Farms Drive,NULL,Manchester,6040,"1         "
144,6,1,Dessert,Vanilla Ice cream,2022-10-08 19:44:00.0000000,22 Star Farms Drive,NULL,Manchester,6040,"1         "
144,3,1,Drink,Sprite Regular 33cl,2022-10-08 19:44:00.0000000,22 Star Farms Drive,NULL,Manchester,6040,"1         "
144,3,1,Drink,Coca Cola Regular 33cl,2022-10-08 19:44:00.0000000,22 Star Farms Drive,NULL,Manchester,6040,"1         "
145,19,1,Pizza,Pizza Diavola (hot) Large,2022-10-08 20:04:00.0000000,89 High Ledge Circle,NULL,Manchester,6040,"1         "
145,17,2,Pizza,Pizza Seafood Reg,2022-10-08 20:04:00.0000000,89 High Ledge Circle,NULL,Manchester,6040,"1         "
145,18,1,Pizza,Pizza Parmigiana Large,2022-10-08 20:04:00.0000000,89 High Ledge Circle,NULL,Manchester,6040,"1         "
145,7,3,Side,Chicken Wings,2022-10-08 20:04:00.0000000,89 High Ledge Circle,NULL,Manchester,6040,"1         "
145,7,2,Side,Caesar Salad,2022-10-08 20:04:00.0000000,89 High Ledge Circle,NULL,Manchester,6040,"1         "
145,5,2,Dessert,Fruit Salad,2022-10-08 20:04:00.0000000,89 High Ledge Circle,NULL,Manchester,6040,"1         "
145,4,1,Drink,San Pelligrino 1.5l,2022-10-08 20:04:00.0000000,89 High Ledge Circle,NULL,Manchester,6040,"1         "
146,15,1,Pizza,Pizza Parmigiana Reg,2022-10-08 20:34:00.0000000,126 Garth Road,NULL,Manchester,6040,"1         "
146,16,1,Pizza,Pizza Quattro Formaggi Reg,2022-10-08 20:34:00.0000000,126 Garth Road,NULL,Manchester,6040,"1         "
146,19,1,Pizza,Pizza Diavola (hot) Large,2022-10-08 20:34:00.0000000,126 Garth Road,NULL,Manchester,6040,"1         "
146,7,2,Dessert,Banoffee Pie,2022-10-08 20:34:00.0000000,126 Garth Road,NULL,Manchester,6040,"1         "
146,3,1,Drink,Sprite Diet 33cl,2022-10-08 20:34:00.0000000,126 Garth Road,NULL,Manchester,6040,"1         "
146,3,1,Drink,Coca Cola Diet 33cl,2022-10-08 20:34:00.0000000,126 Garth Road,NULL,Manchester,6040,"1         "
147,6,1,Drink,Fanta Diet 1.5l,2022-10-08 13:24:00.0000000,44 Colonial Road,NULL,Manchester,6042,"1         "
147,5,2,Dessert,Chocolate Brownie,2022-10-08 13:24:00.0000000,44 Colonial Road,NULL,Manchester,6042,"1         "
147,16,2,Pizza,Pizza Napolitana Reg,2022-10-08 13:24:00.0000000,44 Colonial Road,NULL,Manchester,6042,"1         "
148,19,2,Pizza,Pizza Diavola (hot) Large,2022-10-08 19:44:00.0000000,31 Ashworth Street,NULL,Manchester,6040,"1         "
148,12,1,Pizza,Pizza Margherita Reg,2022-10-08 19:44:00.0000000,31 Ashworth Street,NULL,Manchester,6040,"1         "
148,16,3,Pizza,Pizza Diavola (hot) Reg,2022-10-08 19:44:00.0000000,31 Ashworth Street,NULL,Manchester,6040,"1         "
149,17,1,Pizza,Pizza Pepperoni Large,2022-10-08 21:02:00.0000000,145 Saint John Street,NULL,Manchester,6040,"0         "
149,19,1,Pizza,Pizza Diavola (hot) Large,2022-10-08 21:02:00.0000000,145 Saint John Street,NULL,Manchester,6040,"0         "
149,7,1,Side,Caesar Salad,2022-10-08 21:02:00.0000000,145 Saint John Street,NULL,Manchester,6040,"0         "
149,6,1,Side,Garlic Bread,2022-10-08 21:02:00.0000000,145 Saint John Street,NULL,Manchester,6040,"0         "
149,7,1,Dessert,Banoffee Pie,2022-10-08 21:02:00.0000000,145 Saint John Street,NULL,Manchester,6040,"0         "
149,5,1,Dessert,Chocolate Brownie,2022-10-08 21:02:00.0000000,145 Saint John Street,NULL,Manchester,6040,"0         "
149,6,1,Drink,Fanta Diet 1.5l,2022-10-08 21:02:00.0000000,145 Saint John Street,NULL,Manchester,6040,"0         "
